source,target,weight
blanca,mayoría,18
astringencia,dulce,18
pulido,perfecto,18
nota,partir,18
nota,dudar,18
aterciopelada,ligero,18
dulzor,balsámico,18
barrica,perder,18
frambuesa,controlada,18
carbónica,negro,18
pomelo,final,18
pomelo,nariz,18
roble,destello,18
autóctona,tempranillo,18
goloso,dorado,18
nota,serio,18
nariz,visto,18
as,color,18
mal,graciano,18
distinto,violáceo,18
sobrevivir,ciegas,18
final,tipo,18
intenso,exceso,18
intenso,escasa,18
cobeja,clásico,18
tanino,definido,18
guinda,teja,18
poder,metro,18
guardar,pulir,18
cata,terra,18
rubí,junto,18
amigo,fácil,18
redondo,rojizo,18
nariz,máximo,18
perder,madera,18
perder,color,18
acidez,empordà,18
reserva,ahumado,18
mineral,humo,18
roble,placentero,18
cremoso,teja,18
guardar,entrada,18
sorpresa,restaurante,18
final,terreno,18
perder,acidez,18
aromático,matiz,18
fruta,jugar,18
floral,delicado,18
gusto,matiz,18
afinado,crianza,18
nota,medida,18
rojo,tocar,18
final,ubicada,18
autóctona,picota,18
cata,acabar,18
picota,refrescante,18
cata,divertido,18
syrah,justo,18
duda,cs,18
descubrimiento,color,18
descubrimiento,botella,18
clara,aroma,18
ojo,bodega,18
muestra,excelente,18
ver,sacar,18
aireación,densa,18
sazón,intenso,18
cs,variedad,18
redondo,bobal,18
fresco,calor,18
perder,tanino,18
tánica,color,18
mundo,sauvignon,18
arcilloso,dulce,18
comprar,uva,18
cata,costa,18
picota,hinojo,18
redondo,complejidad,18
vid,tinto,18
redondo,cena,18
higo,garnacha,18
norte,crianza,18
francés,apagado,18
sedoso,higo,18
forma,excelente,18
guardar,parecido,18
promete,crianza,18
promete,garnacha,18
profundo,fácil,18
sedoso,pasado,18
cobeja,agradable,18
goloso,fermentación,18
vez,acabar,18
beber,octavio,18
verdot,añada,18
blanca,deber,18
largo,godello,18
seco,rosa,18
cárdenas,fruta,18
delicioso,garnacha,18
bebible,fruta,18
cárdenas,ribete,18
brillante,mayoría,18
familia,punto,18
mancha,balsámico,18
impresionante,negro,18
forma,variedad,18
poder,amargo,18
verde,reposar,18
ejemplo,fresco,18
textura,regaliz,18
largo,fuerza,18
fruta,redondeo,18
fruta,impresión,18
rojo,recomendación,18
alquitrán,tempranillo,18
piña,bodega,18
nota,sorprendido,18
vivir,vez,18
aroma,único,18
viña,elaboración,18
rf,eucalipto,18
rf,bouquet,18
resultado,violáceo,18
resultado,final,18
final,españa,18
joven,sobrar,18
nariz,subir,18
evolución,dorado,18
carbónica,largo,18
guardar,mazuelo,18
especia,metro,18
piña,intensidad,18
llebre,tempranillo,18
guinda,limpio,18
mancha,cuero,18
manera,madura,18
cremoso,equilibrio,18
pasado,cabernet,18
llena,cápsula,18
llena,corcho,18
llena,aluminio,18
disfrutar,fondo,18
entender,mejor,18
duda,viñedo,18
acidez,mejorado,18
evolución,cariñena,18
redondo,justo,18
sazón,madera,18
paso,destello,18
igual,deber,18
guardar,cítrico,18
tabaco,restaurante,18
vez,entender,18
comprado,especia,18
higo,especia,18
tintorera,aterciopelada,18
encontrar,regaliz,18
frambuesa,equilibrio,18
tono,altitud,18
picante,fondo,18
regaliz,humo,18
personalidad,persistencia,18
compartir,fruta,18
fruta,calificación,18
compotada,bosque,18
igual,reciente,18
cata,macabeo,18
recorrido,pulir,18
arista,capa,18
propia,tiempo,18
francés,bouschet,18
cultivo,rojo,18
beber,aluminio,18
parecer,amigo,18
chatear,aroma,18
último,cuero,18
redondo,predominar,18
redondo,merecer,18
nariz,cumplidor,18
nariz,áspero,18
textura,límpido,18
textura,lagrimal,18
final,acabar,18
igual,reserva,18
fantástico,aroma,18
fermentar,regaliz,18
recorrido,altura,18
recorrido,cabernet,18
aterciopelada,parker,18
defraudar,rcp,18
respecto,mejor,18
respecto,intensidad,18
tino,negro,18
conserva,tempranillo,18
conserva,madera,18
barrica,embotellar,18
igual,estilo,18
forma,diferente,18
encontrar,ahumado,18
mal,verde,18
tanino,compañía,18
nota,comentario,18
vega,fina,18
reiterar,intensidad,18
redondo,mencía,18
seguro,correcto,18
amplio,fresa,18
rojo,avainillado,18
botella,rato,18
seguro,zona,18
leve,inoxidable,18
fácil,pedir,18
igual,encontrar,18
igual,claro,18
igual,paso,18
tanino,canto,18
vega,lágrima,18
barrica,viognier,18
suponer,gustar,18
cosecha,encontrar,18
resultado,creer,18
olor,botella,18
pequeña,cosa,18
nueva,añadir,18
presente,fácil,18
mentrida,fruta,18
presente,sotobosque,18
presente,terruño,18
seco,mano,18
nota,entera,18
parecer,contar,18
ver,duero,18
vez,ácido,18
vez,carta,18
sabroso,semana,18
final,maridar,18
syrah,don,18
domenech,rojo,18
tinta,interesante,18
total,madera,18
rezar,fruta,18
evolución,faltar,18
barrica,reducción,18
llena,cuerpo,18
dar,teja,18
barrica,pera,18
licoroso,fresa,18
dar,vez,18
cata,ánfora,18
nota,prensado,18
picota,inicial,18
abadía,tempranillo,18
compartir,botella,18
regaliz,apagado,18
profundo,límpido,18
verdad,violáceo,18
francés,decantado,18
nueva,opinión,18
peluda,alta,18
igual,seco,18
carácter,rico,18
saber,pequeña,18
arroz,color,18
compotada,reserva,18
bodega,pertenecer,18
predominar,graciano,18
nota,estoicismo,18
dar,cariñena,18
merecer,ligero,18
dulce,elaboración,18
leve,clásico,18
notar,brillo,18
aromático,ver,18
poder,habitual,18
mal,parecido,18
ataque,densa,18
clásico,delicado,18
euro,crianza,18
euro,boca,18
predominar,integrada,18
alta,bordelesa,18
ver,carta,18
colaboración,rojo,18
tinta,maloláctica,18
igual,integrada,18
cata,albillo,18
joven,centenaria,18
estupendo,americano,18
delicioso,intensidad,18
delicioso,excelente,18
nariz,allier,18
económico,madura,18
pesar,sabor,18
pesar,sabroso,18
recorrido,teja,18
rojo,comentario,18
llena,tostado,18
estupendo,cs,18
estupendo,volúmen,18
igual,amarillo,18
licoroso,necesitar,18
astringencia,agradable,18
seguro,diferente,18
nota,superación,18
nota,invulnerabilidad,18
cata,experiencia,18
cata,ligeramente,18
fortaleza,ciegas,18
brillante,raspón,18
mal,calidad,18
enólogo,cariñena,18
rosado,salmón,18
rosado,monastrell,18
caer,color,18
cata,resto,18
sotobosque,metro,18
equilibrio,añada,18
arista,nota,18
monovarietal,pensar,18
edición,sauvignon,18
fresco,franc,18
recordar,maridaje,18
viña,empezar,18
económico,entrada,18
cata,violeta,18
rojo,agresivo,18
rojo,kg,18
gota,fruta,18
estupendo,amigo,18
cata,restaurante,18
cata,elaboración,18
mineralidad,probar,18
total,ribete,18
comprar,largo,18
grata,cabernet,18
evolución,perfecto,18
evolución,primer,18
junto,zona,18
acompañar,elaborado,18
tanino,adicional,18
poder,gozada,18
poder,total,18
enólogo,fresco,18
ciegas,estoicismo,18
frutal,repetir,18
ciegas,adaptación,18
persistente,morado,18
profundo,paladar,18
aroma,ibérico,18
recordar,propia,18
aroma,maloláctica,18
barrica,remitir,18
barrica,bouschet,18
largo,consumo,18
maloláctica,mejor,18
evolución,terciario,18
evolución,sabor,18
autor,añada,18
kg,nariz,18
antigua,toque,18
pasado,baja,18
rf,apreciar,18
bodega,bouquet,18
abierto,viñedo,18
web,añada,18
cariñena,hecho,18
cariñena,pizarra,18
compotada,elaborar,18
crianza,asado,18
borja,monovarietal,18
inoxidable,maloláctica,18
merecer,madera,18
amoratado,cumple,18
valoración,menú,18
ciegas,invulnerabilidad,18
frutal,potencial,18
arenoso,terreno,18
arenoso,intenso,18
desaparecer,boca,18
corcho,menos,18
anterior,densa,18
cata,ir,18
parecer,cuero,18
valoración,faltar,18
valoración,diferente,18
ancestral,espumoso,18
arena,canto,18
crianza,preferido,18
zarzamora,regaliz,18
pv,boca,18
profundo,americano,18
turbio,botella,18
oxigenado,roble,18
mentolado,cuero,18
picota,pobre,18
redondo,mentolado,18
seguro,cs,18
clavo,pronunciado,18
contar,madera,18
fácil,café,18
mantonegro,toque,18
tabaco,cubierto,18
parecer,reciente,18
parecer,especial,18
beber,varietal,18
oxigenado,botella,18
enólogo,uva,18
barrica,poseer,18
comprado,paladar,18
rosado,fina,18
cata,amable,18
cata,presente,18
caoba,color,18
procedente,botella,18
seco,manual,18
nariz,manera,18
intenso,barro,18
recorrido,sotobosque,18
recorrido,tinto,18
cariñena,magnum,18
cariñena,teja,18
mezcla,variedad,18
alta,húngaro,18
cuerpo,increíble,18
zarzamora,pronunciado,18
aroma,franc,18
ciruela,retrogusto,18
ciruela,estilo,18
parecer,parcela,18
merecer,fina,18
vainilla,propia,18
complejo,opción,18
crianza,pegar,18
crianza,probable,18
suerte,bodega,18
tinta,hierba,18
tinta,amargo,18
carácter,verde,18
cono,barrica,18
ciruela,fermentado,18
ciruela,predominio,18
ciruela,reserva,18
saber,anterior,18
contundencia,crianza,18
floral,bierzo,18
francés,aceptable,18
bordelesa,caldo,18
nueva,fantástico,18
vieja,gredos,18
ocasión,fina,18
nariz,contundente,18
rastro,bodega,18
exceso,mejor,18
seguro,baja,18
último,calidad,18
frutoso,integrada,18
ocasión,balsámico,18
cata,diferencia,18
persistente,rico,18
combinación,negro,18
borja,fresco,18
suerte,color,18
rojo,máximo,18
buscar,boca,18
cono,nevera,18
viña,elegancia,18
recorrido,vez,18
recorrido,blanca,18
posterior,ahumado,18
barrica,amante,18
sabor,acabar,18
probar,resto,18
mismo,entrada,18
mismo,selección,18
compotada,parecer,18
rota,picota,18
tono,cepa,18
año,púrpura,18
cosa,sauvignon,18
monastrell,momento,18
cereza,acero,18
rojo,prolongado,18
último,dulce,18
monovarietal,deber,18
abierto,nueva,18
parecer,claro,18
barrica,medalla,18
suponer,acidez,18
integración,ribete,18
francés,atípico,18
disfrutable,negro,18
pasar,malo,18
catado,garnacha,18
resto,joven,18
doq,roble,18
doq,botella,18
corto,semana,18
exceso,potente,18
menta,cabernet,18
bien,paladar,18
bien,fresco,18
bien,negro,18
profundo,gusto,18
pequeña,deber,18
entrar,garnacha,18
clásico,pesar,18
corto,monastrell,18
corto,clásico,18
tinta,caramelo,18
alta,pensar,18
cariñena,reflejo,18
costa,sauvignon,18
historia,color,18
verdot,pulido,18
mineral,notar,18
sauvignon,selección,18
cuero,anterior,18
secante,volúmen,18
recordar,pulir,18
viña,filtrar,18
albaricoque,crianza,18
fruta,identidad,18
rojo,crecer,18
macabeo,probar,18
fermentación,realizar,18
macabeo,anterior,18
lugar,negro,18
rosado,vez,18
rosado,madera,18
comercial,lágrima,18
comercial,vainilla,18
comercial,tempranillo,18
hora,café,18
junto,grosella,18
francés,españa,18
hora,ligero,18
syrah,reciente,18
mentolado,uva,18
moderno,regaliz,18
moderno,marcada,18
poder,limpio,18
macabeo,punto,18
macabeo,amargo,18
amplio,altura,18
intenso,comentar,18
rojo,gozada,18
verdot,rf,18
sotobosque,monastrell,18
equilibrio,herbáceo,18
compotada,copa,18
compotada,herbáceo,18
bordelesa,garnacha,18
ciruela,nivel,18
hora,monastrell,18
hora,densa,18
láctico,ligero,18
cosa,graciano,18
cosa,demasiado,18
cereza,mundo,18
floral,romero,18
asalmonado,color,18
bordelesa,crianza,18
recorrido,creer,18
pesar,ver,18
pendiente,madura,18
súper,crianza,18
arcilloso,ribete,18
carnoso,envolvente,18
vieja,top,18
vieja,xarel,18
matiz,ciruela,18
ciegas,superación,18
tremendo,capa,18
cerrado,fina,18
macabeo,ocasión,18
controlada,mejor,18
persistente,hueso,18
aterciopelada,textura,18
rf,limitado,18
pequeña,valoración,18
coupage,terra,18
tinta,eucalipto,18
viña,figuera,18
equilibrio,monastrell,18
cremoso,carbónica,18
mismo,gama,18
cata,antigua,18
pasar,untuoso,18
nariz,filtrar,18
calcáreo,tostado,18
ciegas,resistencia,18
uva,fuerza,18
picudo,color,18
ciruela,cítrico,18
cuero,pulir,18
cuero,mantener,18
cuero,mejorar,18
vieja,pajizo,18
vieja,momento,18
cacao,fallar,18
secante,dulce,18
secante,canela,18
secante,carnoso,18
densidad,densa,18
espadeiro,fruta,18
vegetal,teja,18
ir,redondo,18
fermentación,interesante,18
fermentación,tomar,18
mineral,hora,18
mineral,albillo,18
macabeo,volúmen,18
mentolado,tiempo,18
profundo,altitud,18
llicorella,añada,18
concentrado,toque,18
concentrado,tiempo,18
caer,negro,18
cata,rosa,18
uva,parecido,18
decantado,boca,18
menta,seco,18
largo,raspón,18
exceso,uva,18
exceso,fácil,18
resultar,madura,18
crianza,cuarto,18
arista,negro,18
costar,largo,18
nueva,equilibrio,18
comentar,madura,18
uva,pie,18
término,crianza,18
menú,rcp,18
uva,viura,18
pasar,mejorar,18
último,bebido,18
coupage,porcentaje,18
syrah,eucalipto,18
syrah,alcohólica,18
matiz,estructura,18
pimiento,regaliz,18
capa,maravilla,18
vid,menos,18
último,opción,18
pequeña,mayoría,18
francés,bobet,18
carta,rcp,18
adecuado,agradable,18
adecuado,persistencia,18
perdido,nota,18
adecuado,aceptable,18
fermentación,fácil,18
largo,merecer,18
correcto,notar,18
compotada,anterior,18
salino,mejor,18
matiz,abundante,18
año,borja,18
carnoso,amargo,18
carnoso,necesitar,18
pasada,rojo,18
vieja,terreno,18
vivir,herbáceo,18
aroma,sicilia,18
carácter,estructura,18
precio,producción,18
abracadabra,bodega,18
aireación,toque,18
bilbao,marcada,18
controlada,regaliz,18
año,medio,18
nariz,rato,18
nariz,ubicada,18
reconocer,ahumado,18
leve,duero,18
levadura,final,18
tinta,toledo,18
profundo,presente,18
placer,menos,18
añadir,añada,18
untuoso,cencibel,18
metro,toque,18
metro,rcp,18
barrica,cuestión,18
singular,negro,18
floral,mazuelo,18
reposar,blanca,18
largo,experiencia,18
equilibrio,complejidad,18
oro,lágrima,18
junto,persistente,18
tostado,tánico,18
tostado,caja,18
adecuado,correcto,18
armonía,nota,18
toffee,café,18
alcohol,clavo,18
viña,junto,18
poder,caída,18
verde,tierra,18
matiz,sensación,18
presente,verde,18
opción,ribete,18
primer,trossos,18
merlot,cumple,18
merlot,ocasión,18
gusto,toledo,18
fermentación,punto,18
fermentación,parcela,18
fermentación,tina,18
macabeo,gusto,18
granito,bodega,18
añadir,boca,18
parecer,variedad,18
integrada,eucalipto,18
porcentaje,negro,18
macabeo,joven,18
presencia,paladar,18
salido,bodega,18
cápsula,café,18
valle,intenso,18
nariz,acabar,18
mineral,fermentado,18
gruesa,amargo,18
tintorera,casa,18
ciruela,restaurante,18
español,negro,18
metro,intensidad,18
metro,fina,18
barra,ver,18
mismo,parecido,18
pesar,ahumado,18
oscuro,inoxidable,18
mismo,reciente,18
viña,peluda,18
limado,madura,18
viña,interesante,18
mineral,parker,18
cosa,violáceo,18
diverso,crianza,18
nariz,río,18
catar,boca,18
francés,humo,18
real,madera,18
detalle,rojo,18
sabor,duero,18
elaborado,amable,18
frutal,necesitar,18
ciruela,verde,18
rubí,ubicada,18
rubí,puro,18
crianza,relación,18
vid,vaso,18
salud,comer,18
generación,boca,18
valle,tanino,18
tono,xarel,18
frutoso,redondo,18
real,tomar,18
integrada,consumo,18
integrada,marrón,18
porcentaje,añada,18
aportar,probar,18
difícil,mejor,18
opción,repetir,18
diferente,flor,18
caída,restaurante,18
uva,filtrar,18
sotobosque,faltar,18
secante,frambuesa,18
tinta,mantener,18
toffee,elegante,18
tapa,ribete,18
año,presentación,18
corto,recordar,18
magnum,cabernet,18
beber,evolucionado,18
alta,compañía,18
coupage,familia,18
fermentación,cacao,18
soler,pueblo,18
principio,toque,18
principio,especia,18
valle,blanca,18
difícil,vez,18
corto,llegar,18
ciruela,estrella,18
toffee,chocolate,18
tostado,porrera,18
real,uva,18
oscuro,voluminoso,18
confitado,persistencia,18
ecológico,sabor,18
cálido,chocolate,18
gusto,duero,18
elegante,aportar,18
floral,piña,18
fruta,destacable,18
primer,amargo,18
elegante,controlada,18
mineral,treixadura,18
fermentación,elaboración,18
aportar,correcto,18
recomendable,estupendo,18
recomendable,basterra,18
dulzón,blanca,18
alta,elevada,18
alta,línea,18
parecer,momento,18
syrah,pena,18
salido,barrica,18
bebido,color,18
capa,vista,18
capa,terraza,18
leve,ácido,18
leve,chocolate,18
caída,tierra,18
cata,concurso,18
borde,estructurado,18
caída,pimienta,18
recomendable,colo,18
tanino,medicinal,18
floral,mínima,18
finca,clásico,18
recomendable,retrogusto,18
recomendable,reflejo,18
suave,metro,18
método,color,18
necesitar,teja,18
graso,balsámico,18
año,expectativa,18
aroma,pastelería,18
vivir,presente,18
syrah,hormigón,18
dulzón,especiado,18
recomendable,malvasía,18
picota,vista,18
finca,ecológico,18
cereza,mezcla,18
oscuro,alcohólica,18
elaborar,montsant,18
alcohol,verde,18
cata,comentar,18
frío,brillante,18
capa,percibir,18
capa,burdeos,18
valle,botella,18
capa,bien,18
valle,fresco,18
mineral,top,18
estilo,uva,18
cálido,seco,18
dulzón,densa,18
antigua,rcp,18
saber,recomendable,18
saber,ganar,18
año,viva,18
caer,tempranillo,18
caer,madera,18
elaborado,aparecer,18
elaborar,herbáceo,18
fermentación,potente,18
razonable,crianza,18
intenso,peluda,18
terreno,ahumado,18
dulzón,monovarietal,18
junto,intensidad,18
equilibrado,familia,18
suave,terra,18
suave,temperatura,18
medium,seco,18
medium,brillo,18
syrah,malo,18
moderno,reserva,18
poder,mantener,18
especia,mediterráneo,18
estancia,fruta,18
correcto,nivel,18
largo,partir,18
duradero,fruta,18
seleccionada,botella,18
elaborar,dorado,18
secante,especiado,18
cremoso,beber,18
membrillo,fruta,18
caer,rojo,18
cabernet,cubierto,18
cabernet,edición,18
tinta,predominar,18
taberna,fruta,18
frío,toque,18
mineral,grafito,18
rojo,realizar,18
elegante,exquisito,18
oscuro,fantástico,18
cereza,madurez,18
color,tocar,18
color,terruño,18
original,uva,18
doña,crianza,18
picota,acero,18
medium,notar,18
valer,rcp,18
nueva,tinaja,18
poder,campo,18
persistente,necesitar,18
intenso,empordà,18
leer,rcp,18
pendiente,vieja,18
ánfora,proyecto,18
rojo,favorito,18
frío,alta,18
poco,sensación,18
leve,poder,18
capa,mar,18
empordà,cabernet,18
suave,fermentar,18
parecer,torrefacto,18
chocolate,puro,18
tostado,illescas,18
cata,simple,18
frescor,notar,18
color,propiedad,18
provenir,madura,18
oscuro,morado,18
elaborar,tierra,18
sobreponer,nota,18
mora,arena,18
xarel,elaborar,18
xarel,mismo,18
largo,parker,18
presente,necesitar,18
firme,capa,18
absoluta,mejor,18
picota,mercado,18
ligero,verano,18
violeta,marcada,18
syrah,delicado,18
syrah,silvestre,18
suave,pasado,18
poder,lado,18
poder,aceptable,18
verde,paso,18
lado,madura,18
syrah,maridar,18
complejo,propia,18
nivel,volúmen,18
finca,chocolate,18
firme,tostado,18
firme,nota,18
concreto,botella,18
ligero,terroso,18
coupage,presencia,18
corto,cariñena,18
piel,tinto,18
tostado,fuerza,18
tostado,recomendar,18
elegante,albillo,18
crianza,nevera,18
persistencia,repetir,18
barrica,canaltravino,18
almansa,fruta,18
grano,aroma,18
lenta,recordar,18
saber,equilibrado,18
saber,picota,18
cosecha,ver,18
corcho,dorado,18
comprado,casa,18
intenso,queso,18
figuera,especia,18
figuera,añada,18
madera,bobal,18
poner,frutal,18
mineral,contar,18
seleccionada,vendimia,18
grande,porrera,18
chocolate,casa,18
frío,capa,18
tintilla,bodega,18
tintilla,roble,18
ligero,aparecer,18
cremoso,joven,18
zona,contar,18
pueblo,madera,18
suave,magnum,18
color,referencia,18
suave,único,18
original,final,18
barato,probar,18
pulido,etiqueta,18
vid,familiar,18
capa,fuerza,18
aromático,reflejo,18
terroso,probar,18
base,violáceo,18
frescor,faltar,18
calidad,torrefacto,18
grande,beber,18
ligero,terreno,18
equilibrado,menta,18
elaborar,vainilla,18
salino,excelente,18
picota,carta,18
grado,mismo,18
gustar,espumoso,18
fácil,depósito,18
nueva,tipo,18
copa,viura,18
comprar,violáceo,18
comprar,primer,18
estilo,reserva,18
estilo,monovarietal,18
coupage,número,18
estilo,cabernet,18
persistente,bordelesa,18
grado,pequeña,18
persistencia,tina,18
persistencia,albillo,18
recomendable,matiz,18
grado,parecer,18
rf,personalidad,18
diferencia,capa,18
grado,etiqueta,18
coupage,pueblo,18
opción,baja,18
francés,realizar,18
convencer,botella,18
tono,mencía,18
terroso,potente,18
tinta,junto,18
diferente,tomar,18
profundo,sorpresa,18
pueblo,especia,18
equilibrado,dorado,18
