source,target,weight
inferior,calidad,6
corto,terra,6
expresivo,espectacular,6
expresivo,óptimo,6
monovarietal,pie,6
monovarietal,flojo,6
albariño,sabroso,6
ganar,elegancia,6
protagonista,gustar,6
protagonista,cacao,6
protagonista,joven,6
protagonista,frutal,6
inmejorable,fresco,6
inmejorable,beber,6
inmejorable,madura,6
inmejorable,intenso,6
inmejorable,anterior,6
coupage,borsao,6
albariño,fermentado,6
monovarietal,tapa,6
encontrar,conocer,6
encontrar,mundo,6
recorrido,confitado,6
recorrido,pasado,6
punzante,pálido,6
cereza,reina,6
claro,terra,6
corto,apagado,6
metro,envejecimiento,6
punzante,monastrell,6
punzante,cepa,6
coupage,destacar,6
coupage,bota,6
dorado,regaliz,6
expresivo,aparecer,6
expresivo,densidad,6
corto,tapón,6
metro,separado,6
metro,tomar,6
metro,mejorar,6
corto,contar,6
punzante,tostado,6
punzante,toque,6
coupage,rango,6
dorado,metro,6
dorado,gama,6
coupage,llevaba,6
vivo,café,6
albariño,salud,6
albariño,oro,6
corto,último,6
corto,metro,6
corto,garcía,6
inmejorable,ver,6
dorado,necesitar,6
encontrar,estructura,6
ganar,complejidad,6
acidez,propietario,6
acidez,kg,6
acidez,km,6
acidez,relativo,6
encontrar,mayor,6
encontrar,posterior,6
vivo,tiempo,6
vivo,tempranillo,6
vivo,recordar,6
vivo,brillante,6
albariño,fondo,6
monovarietal,rato,6
albariño,frescor,6
vivo,astringencia,6
recorrido,acompañar,6
recorrido,secante,6
encontrar,hueso,6
encontrar,bosque,6
recorrido,evolucionado,6
recorrido,envolvente,6
encontrar,abundante,6
coupage,singular,6
cereza,anisado,6
clásico,avanzar,6
cereza,godello,6
resultado,hierba,6
resultado,potente,6
resultado,montsant,6
resultado,seguro,6
dorado,diferencia,6
dorado,calidad,6
cuero,aceptable,6
clásico,trabajar,6
clásico,oportunidad,6
cuero,varietal,6
cuero,adicional,6
cuero,ebanistería,6
corto,carnoso,6
cuero,limado,6
dorado,airén,6
dorado,contar,6
corto,opinión,6
resultado,contar,6
igual,fichado,6
encontrar,elaboración,6
encontrar,gozada,6
encontrar,excepcional,6
acidez,caldo,6
acidez,permanecer,6
acidez,estridencia,6
ganar,fondo,6
encontrar,hierba,6
vivo,pimienta,6
vivo,abundante,6
vivo,sedoso,6
resultado,momento,6
coupage,oxigenado,6
dorado,lima,6
resultado,pajizo,6
resultado,ecológico,6
dorado,lichi,6
corto,potencia,6
cuero,elevada,6
cuero,cordero,6
cuero,principal,6
corto,monte,6
corto,matiz,6
cuero,tapa,6
cereza,serie,6
cereza,tratar,6
clásico,suficiente,6
clásico,callet,6
clásico,protagonista,6
corto,extracción,6
corto,llevar,6
expresivo,placer,6
monovarietal,bota,6
monovarietal,huevo,6
encontrar,mazuelo,6
encontrar,depósito,6
recorrido,gustoso,6
recorrido,matiz,6
recorrido,rojizo,6
recorrido,demasiado,6
encontrar,experiencia,6
corto,exceso,6
cuero,geranio,6
cuero,fuerte,6
clásico,digno,6
acidez,oler,6
ganar,inicio,6
encontrar,sencillo,6
recorrido,variedad,6
monovarietal,pegar,6
albariño,sorpresa,6
albariño,repetir,6
albariño,finca,6
albariño,especiado,6
diferencia,interesante,6
diferencia,calidad,6
igual,fuerte,6
igual,gente,6
coupage,peculiar,6
coupage,tratar,6
corto,borde,6
vivo,paso,6
ganar,maravilla,6
ganar,mentolado,6
encontrar,increíble,6
recorrido,alcohólica,6
encontrar,cumple,6
ciegas,mundo,6
vivo,seco,6
vivo,limpio,6
clásico,pelo,6
clásico,comentario,6
cuero,vista,6
corto,pretensión,6
corto,pena,6
corto,recorrido,6
acidez,bouquet,6
corto,regalo,6
corto,somontano,6
corto,bobal,6
diferencia,fondo,6
diferencia,persistencia,6
diferencia,cabernet,6
cuero,centenaria,6
cuero,metro,6
corto,melocotón,6
cereza,camino,6
diferencia,zona,6
diferencia,lágrima,6
diferencia,conocer,6
diferencia,verde,6
albariño,verde,6
albariño,cepa,6
clásico,salvo,6
expresivo,valor,6
expresivo,plantada,6
monovarietal,rudo,6
ganar,montsant,6
acidez,antonio,6
acidez,prolongado,6
recorrido,romero,6
recorrido,igual,6
ciegas,tinto,6
clásico,aporte,6
clásico,predominante,6
clásico,amaderado,6
clásico,juventud,6
clásico,empresa,6
corto,humo,6
clásico,superior,6
clásico,refinado,6
clásico,menor,6
clásico,tacto,6
corto,decepción,6
corto,arena,6
diferencia,distinto,6
corto,hacer,6
corto,mercadona,6
corto,controlada,6
corto,aromático,6
corto,pensar,6
diferencia,mejorar,6
igual,favorito,6
igual,coger,6
igual,problema,6
cumpleaños,café,6
coupage,moravia,6
coupage,filtrar,6
coupage,supermercado,6
clásico,modernidad,6
monovarietal,laguardia,6
monovarietal,tapeo,6
ciegas,ligero,6
ciegas,fácil,6
monovarietal,llegado,6
monovarietal,placentero,6
expresivo,encontrar,6
recorrido,astringente,6
recorrido,delicado,6
clásico,homenaje,6
clásico,razón,6
fichado,tempranillo,6
fichado,mejor,6
fichado,pensar,6
fichado,crianza,6
mix,redonda,6
corto,olor,6
corto,pueblo,6
igual,menor,6
igual,conservación,6
igual,presentación,6
igual,ligeramente,6
cumpleaños,ciruela,6
cumpleaños,regaliz,6
cumpleaños,tempranillo,6
cumpleaños,ribete,6
cumpleaños,crianza,6
mix,terraza,6
clásico,mesa,6
igual,superior,6
coupage,torrontés,6
encontrar,caída,6
encontrar,reconocer,6
acidez,degüelle,6
acidez,escondida,6
ganar,visto,6
ganar,mayor,6
pomelo,entrada,6
pomelo,untuoso,6
pomelo,roble,6
albariño,foudres,6
albariño,doña,6
sinónimo,crianza,6
cava,monastrell,6
cava,amargo,6
coupage,humo,6
coupage,destello,6
albariño,sutil,6
monovarietal,sobrar,6
ciegas,balsámico,6
roble,adictivo,6
ganar,conocer,6
ganar,nivel,6
ganar,envolvente,6
ganar,depósito,6
ganar,tierra,6
mix,destaca,6
mix,nuez,6
mix,teja,6
igual,sincero,6
igual,extraordinario,6
igual,total,6
igual,malbec,6
cava,reflejo,6
roble,estridencia,6
roble,web,6
roble,agresivo,6
roble,palo,6
roble,boletus,6
roble,poteo,6
roble,chuletón,6
cava,excepcional,6
mix,restaurante,6
corto,viva,6
corto,general,6
cava,persistencia,6
cava,producción,6
cava,fácil,6
clásico,redonda,6
ciegas,catar,6
expresivo,resultar,6
albariño,amplio,6
roble,tánico,6
roble,cantidad,6
roble,cumpleaños,6
roble,premio,6
clásico,mitad,6
clásico,burdeos,6
clásico,violeta,6
clásico,contraetiqueta,6
mix,amable,6
pomelo,volúmen,6
pomelo,vainilla,6
pomelo,persistente,6
acidez,caliza,6
acidez,empalagoso,6
acidez,tratar,6
acidez,foie,6
ganar,matiz,6
roble,caoba,6
arcilla,sutil,6
arcilla,pimienta,6
clásico,garantía,6
cereza,conserva,6
cereza,condición,6
corto,típico,6
corto,reposar,6
cereza,transmitir,6
cereza,crecer,6
justo,zona,6
coupage,ensamblada,6
coupage,placer,6
coupage,borde,6
coupage,gustoso,6
ocre,aroma,6
corto,punzante,6
resultado,cava,6
resultado,pensar,6
cava,agradable,6
clásico,moscada,6
clásico,total,6
clásico,molestar,6
clásico,económico,6
justo,tierra,6
arcilla,junto,6
verdoso,ahumado,6
albariño,piel,6
albariño,parecer,6
albariño,evolucionado,6
roble,definido,6
roble,entonces,6
roble,mendoza,6
roble,fabuloso,6
roble,grana,6
pomelo,sabroso,6
pomelo,levadura,6
cereza,conseguir,6
cereza,moral,6
cereza,digno,6
ciegas,variedad,6
ciegas,mejorar,6
ciegas,zona,6
arcilla,arándano,6
pomelo,bodega,6
roble,cortesía,6
roble,logrado,6
roble,sistema,6
roble,atlántico,6
arcilla,opinión,6
coupage,ejemplo,6
coupage,metro,6
coupage,catado,6
igual,viura,6
igual,tipo,6
igual,controlada,6
resultado,perfecto,6
resultado,cuero,6
igual,paladar,6
coupage,brasa,6
coupage,meloso,6
coupage,provenir,6
coupage,naranja,6
coupage,verano,6
ciruela,terreno,6
justo,acabar,6
corto,supermercado,6
corto,predominar,6
ciruela,parecido,6
ciruela,fermentar,6
coupage,recomendación,6
coupage,térmica,6
final,sumar,6
resultado,sabor,6
coupage,descubrimiento,6
sorpresa,noche,6
sorpresa,contar,6
sorpresa,tierra,6
albariño,anisado,6
expresivo,cítrico,6
ciegas,marcada,6
expresivo,mínima,6
arcilla,faltar,6
ganar,fresa,6
ganar,paladar,6
justo,densa,6
resultado,sutil,6
resultado,depósito,6
coupage,dudar,6
resultado,copa,6
pomelo,recordar,6
sorpresa,pronunciado,6
sorpresa,mejorar,6
sorpresa,parecido,6
sorpresa,carnoso,6
pomelo,amargo,6
roble,fiel,6
roble,seda,6
roble,yecla,6
roble,permite,6
patente,largo,6
patente,chocolate,6
patente,potente,6
final,mostrat,6
final,oxidativo,6
final,hablar,6
igual,oxigenar,6
igual,conseguir,6
igual,posterior,6
igual,reconocer,6
clásico,silvestre,6
clásico,rosa,6
clásico,carne,6
clásico,contrario,6
clásico,poco,6
patente,final,6
patente,rcp,6
ciruela,parker,6
coupage,golosina,6
coupage,espalda,6
ganar,sacar,6
ganar,necesitar,6
ganar,sencillo,6
malvasía,miel,6
arcilla,vendimia,6
roble,moral,6
roble,imagen,6
jamón,potente,6
acidez,comenzar,6
acidez,buey,6
acidez,poseer,6
ganar,estilo,6
jamón,especiado,6
jamón,tierra,6
roble,apto,6
arcilla,flor,6
arcilla,monte,6
roble,nacional,6
roble,intento,6
roble,plato,6
roble,distancia,6
jamón,teja,6
roble,impresión,6
resultado,verde,6
resultado,necesitar,6
resultado,marcada,6
igual,abundante,6
coupage,definir,6
patente,calidad,6
patente,repetir,6
ciegas,frutal,6
promedio,alta,6
clásico,aparecer,6
cultivo,inoxidable,6
cultivo,toque,6
resultado,integrada,6
resultado,aceptable,6
ciruela,demasiado,6
clásico,amargo,6
restar,negro,6
restar,intenso,6
restar,capa,6
restar,boca,6
restar,rojo,6
igual,mayoría,6
coupage,respecto,6
ciruela,regalo,6
arcilla,bosque,6
ciruela,sencillo,6
ciruela,sacar,6
final,rey,6
roble,plantar,6
promedio,añada,6
promedio,nota,6
jamón,joven,6
jamón,hablar,6
roble,deseo,6
roble,cruzado,6
roble,enorme,6
ciegas,avda,6
ciegas,jornada,6
cultivo,violáceo,6
cultivo,mejor,6
cereza,redondeo,6
inicial,recordar,6
acidez,razón,6
adictivo,mejor,6
ciegas,ilusión,6
ciegas,chico,6
ciegas,tierra,6
malvasía,restaurante,6
acidez,altamente,6
acidez,torres,6
inicial,maceración,6
inicial,herbáceo,6
jamón,dulce,6
igual,excepcional,6
igual,amargo,6
igual,resto,6
igual,fermentación,6
cultivo,especiado,6
cultivo,cariñena,6
final,estación,6
resultado,marca,6
resultado,equilibrado,6
resultado,atractivo,6
ciruela,malbec,6
coupage,valer,6
clásico,concentrado,6
cereza,próxima,6
final,versión,6
final,térmica,6
ciruela,noche,6
coupage,pie,6
coupage,menú,6
jamón,bar,6
igual,ubicada,6
igual,dulzor,6
ensamblados,café,6
ciruela,distinto,6
malvasía,varietal,6
malvasía,baja,6
arcilla,bastante,6
arcilla,sierra,6
arcilla,clima,6
amante,ahumado,6
amante,balsámico,6
jamón,café,6
jamón,anterior,6
jamón,límpido,6
roble,sevilla,6
cultivo,tostado,6
ciruela,aparecer,6
clásico,número,6
cereza,perfección,6
roble,ciudad,6
inicial,gustar,6
inicial,pajizo,6
inicial,inoxidable,6
acidez,semi,6
jamón,fresa,6
jamón,frambuesa,6
cereza,pv,6
final,referencia,6
final,definir,6
final,entera,6
cultivo,nariz,6
ciruela,oxigenación,6
ciruela,bouquet,6
ciruela,oreado,6
sotobosque,dulzón,6
sotobosque,maridar,6
amante,toque,6
arcilla,arrancar,6
roble,capçanes,6
roble,propiedad,6
ensamblados,violáceo,6
ciruela,gustoso,6
ciruela,fantástico,6
loco,sabroso,6
loco,joven,6
loco,madura,6
loco,barrica,6
loco,acidez,6
zarzamora,placentero,6
zarzamora,alquitrán,6
zarzamora,sauvignon,6
roble,coger,6
inicial,posterior,6
inicial,duero,6
inicial,reposar,6
inicial,baja,6
abrir,cena,6
arcilla,fundada,6
arcilla,ligeramente,6
arcilla,interesante,6
zarzamora,silvestre,6
zarzamora,nuez,6
cultivo,variedad,6
zarzamora,moscada,6
leido,crianza,6
sotobosque,pimiento,6
ciegas,equilibrado,6
sotobosque,disfrutar,6
mazuelo,apagado,6
mazuelo,anaranjado,6
mazuelo,encantar,6
roble,recuperación,6
ciruela,homenaje,6
ciruela,perfumado,6
cereza,fiel,6
cultivo,equilibrado,6
cultivo,nueva,6
ciruela,madurada,6
ciruela,deber,6
loco,beber,6
vertical,visita,6
ciruela,canto,6
ciruela,clara,6
ciruela,vintage,6
ciruela,elevada,6
ciruela,inicialmente,6
clásico,centenaria,6
cereza,menor,6
cereza,afinado,6
ensamblados,vainilla,6
ensamblados,largo,6
igual,xarel,6
igual,proyecto,6
igual,fudre,6
ensamblados,final,6
leido,garnacha,6
ciruela,metro,6
ciruela,tipo,6
ciruela,histórico,6
ciruela,sincero,6
ciruela,respecto,6
roble,generación,6
roble,sostenible,6
inicial,necesitar,6
acidez,parque,6
inicial,abundante,6
inicial,proyecto,6
inicial,chocolate,6
roble,preferir,6
sotobosque,formato,6
final,moka,6
final,margen,6
cereza,vaso,6
cereza,sangre,6
clásico,avainillado,6
clásico,referencia,6
vertical,amarillo,6
final,entero,6
zarzamora,calidad,6
zarzamora,recordar,6
zarzamora,menos,6
zarzamora,faltar,6
zarzamora,matiz,6
zarzamora,torrefacto,6
ciruela,redondeado,6
ensamblados,cacao,6
autor,tabaco,6
ciruela,fluido,6
zarzamora,aromático,6
zarzamora,beber,6
sotobosque,pleno,6
mazuelo,tierra,6
mazuelo,principal,6
arcilla,rodado,6
arcilla,ecológico,6
empordà,flor,6
abrir,apagado,6
inicial,frutal,6
abrir,soler,6
abrir,historia,6
abrir,experiencia,6
roble,entero,6
zarzamora,perfecto,6
clásico,preferir,6
vertical,aguantar,6
empordà,tomar,6
arcilla,licoroso,6
arcilla,amable,6
arcilla,oscuro,6
mazuelo,anterior,6
sotobosque,gama,6
roble,extremo,6
roble,cero,6
abrir,terroso,6
vertical,empezar,6
vertical,seguro,6
final,imprescindible,6
vertical,balsámico,6
autor,intenso,6
zarzamora,paladar,6
mínima,llevar,6
acidez,conjunción,6
acidez,terraza,6
abrir,evolucionado,6
abrir,pago,6
mazuelo,sorprendido,6
mazuelo,producción,6
autor,fina,6
kg,balsámico,6
zarzamora,paciencia,6
zarzamora,entrada,6
zarzamora,americano,6
zarzamora,abrir,6
final,colo,6
vertical,verano,6
vertical,temperatura,6
kg,tostado,6
kg,producción,6
kg,tomar,6
vertical,mejorar,6
cereza,plato,6
clásico,respecto,6
clásico,depósito,6
vertical,anterior,6
vertical,interesante,6
kg,madera,6
zarzamora,toque,6
vez,rareza,6
zarzamora,integrada,6
zarzamora,añada,6
roble,intervención,6
roble,modernidad,6
fortaleza,porrera,6
fortaleza,fantástico,6
vez,crujiente,6
descubrir,probar,6
mazuelo,lácteo,6
mazuelo,magnum,6
mazuelo,visto,6
sotobosque,ancestral,6
mínima,pan,6
abrir,paciencia,6
descubrir,rojo,6
descubrir,viñedo,6
descubrir,vista,6
descubrir,visitar,6
vez,sentir,6
descubrir,tempranillo,6
kg,vieja,6
kg,fina,6
limpio,ebanistería,6
descubrir,montsant,6
arcilla,copa,6
arcilla,persistencia,6
abrir,llevar,6
acidez,espectáculo,6
acidez,ocre,6
mínima,ocasión,6
mínima,contraetiqueta,6
abrir,fácil,6
descubrir,gràcies,6
fortaleza,jornada,6
final,porrera,6
clásico,increíble,6
roble,sinónimo,6
roble,térmica,6
abrir,paladar,6
roble,tudela,6
acidez,ganando,6
calor,mejor,6
calor,añada,6
sotobosque,malo,6
empordà,complejo,6
empordà,sotobosque,6
cereza,rato,6
cereza,carnosidad,6
cereza,cabeza,6
vertical,ribete,6
descubrir,pasado,6
kg,final,6
final,amante,6
limpio,aluminio,6
fortaleza,excelente,6
empordà,fermentación,6
arcilla,hormigón,6
sotobosque,parcela,6
sotobosque,empezar,6
sotobosque,gozada,6
acidez,sobresalir,6
mínima,mano,6
mínima,encontrar,6
acidez,pesquera,6
vez,ancestral,6
vez,cooperativa,6
descubrir,poboleda,6
descubrir,pendiente,6
limpio,inicio,6
fortaleza,botella,6
clásico,puesto,6
clásico,base,6
mínima,demasiado,6
acidez,chuletilla,6
mínima,montsant,6
abrir,grado,6
abrir,tipo,6
abrir,terciario,6
abrir,justo,6
sotobosque,fallar,6
sotobosque,viura,6
vertical,vegetal,6
vertical,corcho,6
final,realidad,6
clásico,costado,6
clásico,malvasía,6
cereza,entender,6
empordà,especia,6
empordà,correcto,6
entrada,repetir,6
abrir,nivel,6
abrir,opinión,6
roble,contundencia,6
roble,vinoso,6
vertical,comentar,6
vertical,disfrutar,6
romero,variedad,6
limpio,peso,6
limpio,situado,6
limpio,puro,6
romero,persistencia,6
abrir,fermentado,6
abrir,semana,6
mínima,parellada,6
mínima,hecho,6
mínima,proyecto,6
mínima,elaboración,6
abrir,visto,6
subzona,boca,6
autor,tiempo,6
autor,vez,6
frito,garnacha,6
frito,verde,6
fortaleza,final,6
frito,patata,6
frito,suave,6
limpio,cocido,6
limpio,avellana,6
frito,largo,6
romero,lácteo,6
subzona,balsámico,6
subzona,alta,6
entrada,mayoría,6
arcilla,toque,6
abrir,contraetiqueta,6
abrir,caso,6
abrir,pedir,6
abrir,junto,6
abrir,cambiar,6
escorial,amoratado,6
escorial,americano,6
vertical,merlot,6
sotobosque,contar,6
sotobosque,reserva,6
sotobosque,selección,6
sotobosque,genial,6
subzona,acidez,6
subzona,garnacha,6
subzona,tempranillo,6
acidez,desconocer,6
acidez,ordóñez,6
romero,sutil,6
romero,inicio,6
escorial,restaurante,6
vez,franc,6
limpio,garcía,6
limpio,partir,6
limpio,especial,6
escorial,parker,6
escorial,intenso,6
limpio,antigua,6
limpio,caja,6
limpio,plátano,6
limpio,mar,6
limpio,creer,6
tomado,cosecha,6
tomado,casa,6
tomado,vez,6
vez,trabajar,6
tomado,probar,6
cereza,galicia,6
abrir,propia,6
sotobosque,completo,6
sotobosque,decantar,6
escorial,baja,6
romero,mejor,6
romero,franc,6
romero,cs,6
romero,anterior,6
roca,tempranillo,6
tomado,blanca,6
vez,decantado,6
vez,catalán,6
vez,margen,6
vez,flojo,6
finca,fantástico,6
finca,cedro,6
finca,pueblo,6
finca,granito,6
finca,pv,6
autor,cosa,6
abrir,humo,6
abrir,familia,6
abrir,comentario,6
oxidación,glicérico,6
oxidación,blanca,6
entrada,verano,6
entrada,viura,6
entrada,brillo,6
entrada,trago,6
entrada,pensar,6
abrir,maloláctica,6
abrir,cubierto,6
abrir,moderno,6
abrir,juventud,6
vez,atractivo,6
idea,igual,6
idea,mal,6
idea,gustar,6
idea,suave,6
vez,atípico,6
vez,sara,6
cereza,almendra,6
finca,opinión,6
finca,mar,6
finca,mesa,6
finca,pedro,6
finca,fundada,6
finca,quintanilla,6
roca,final,6
vez,barbier,6
vez,haro,6
monte,verdoso,6
escorial,madura,6
limpio,vinoteca,6
roble,ficaria,6
mínima,creer,6
mínima,mejorar,6
mínima,punto,6
burbuja,directo,6
burbuja,tomar,6
rugoso,desequilibrado,6
empordà,fondo,6
empordà,aromático,6
autor,pronunciado,6
vez,aceptable,6
vez,decantar,6
tomado,roble,6
monte,brillo,6
monte,necesitar,6
empordà,tempranillo,6
sotobosque,envolvente,6
sotobosque,típico,6
subzona,nota,6
mínima,amoratado,6
burbuja,mismo,6
burbuja,roble,6
cereza,romano,6
cereza,comercializar,6
cereza,valor,6
cereza,vidrio,6
roca,sutil,6
roca,mejorar,6
monte,pronunciado,6
curioso,metro,6
cereza,heno,6
finca,principal,6
limpio,lima,6
limpio,sencillo,6
mantonegro,pequeña,6
vez,conjunto,6
vez,marrón,6
vez,feliz,6
vez,pulir,6
vez,gruesa,6
idea,beber,6
idea,menos,6
idea,ribete,6
idea,negro,6
monte,cs,6
oxidación,color,6
rugoso,valoración,6
pasión,alta,6
acidez,sistema,6
burbuja,precio,6
mínima,envejecimiento,6
mínima,fermentado,6
mínima,duero,6
mínima,varietal,6
burbuja,viñedo,6
burbuja,avellana,6
pasión,blanca,6
empordà,sabor,6
empordà,afrutado,6
monte,pie,6
monte,mediterráneo,6
vez,desconocer,6
vez,humo,6
vez,acostumbrado,6
vez,general,6
finca,maceración,6
finca,tina,6
finca,dulzón,6
finca,notable,6
finca,centro,6
curioso,cava,6
vez,comparar,6
limpio,placer,6
vez,fuerte,6
vez,público,6
curioso,esperar,6
empordà,paladar,6
mantonegro,agradable,6
mantonegro,sedoso,6
mantonegro,intenso,6
pasión,fácil,6
entrada,curiosidad,6
sotobosque,porrera,6
empordà,persistencia,6
acidez,compañero,6
acidez,moncayo,6
acidez,seleccionada,6
burbuja,cereza,6
mantonegro,tostado,6
mantonegro,regaliz,6
mantonegro,etiqueta,6
idea,fresco,6
vez,historia,6
monte,típico,6
vez,bravo,6
vez,tratar,6
vez,tina,6
burbuja,hora,6
burbuja,garnacha,6
rugoso,áspero,6
rugoso,agresivo,6
rugoso,merlot,6
entrada,cecina,6
entrada,centenaria,6
burbuja,rosa,6
vez,duro,6
mantonegro,soler,6
idea,viña,6
idea,vieja,6
cereza,cecina,6
cereza,magnun,6
curioso,grande,6
burbuja,claro,6
pasión,comentario,6
pasión,ribete,6
ofrecer,brillante,6
ofrecer,especia,6
burbuja,destello,6
burbuja,cosecha,6
ofrecer,beber,6
sotobosque,favorito,6
monte,mercado,6
curioso,gama,6
curioso,mercado,6
curioso,foto,6
cereza,tenerife,6
curioso,real,6
sotobosque,clasicismo,6
entrada,colo,6
pasión,variedad,6
pasión,complejo,6
ofrecer,seco,6
ofrecer,potente,6
boca,adicional,6
cereza,subido,6
cereza,colo,6
vez,apagado,6
vez,proporción,6
vez,decantación,6
curioso,piel,6
finca,mezcla,6
cereza,calificación,6
curioso,astringencia,6
ofrecer,madera,6
ofrecer,juventud,6
permanecer,inoxidable,6
permanecer,cereza,6
permanecer,vainilla,6
permanecer,tostado,6
ofrecer,tostado,6
ofrecer,cariñena,6
ofrecer,anterior,6
ofrecer,vez,6
boca,inconfundible,6
autóctona,trabajo,6
vez,antaño,6
vez,poderoso,6
descubrimiento,violáceo,6
ofrecer,rubí,6
ofrecer,probar,6
acidez,seda,6
pasión,melocotón,6
ofrecer,rf,6
ofrecer,variedad,6
ofrecer,lágrima,6
rugoso,arándano,6
tipo,tierra,6
mantonegro,fresco,6
mantonegro,nota,6
limpio,amplitud,6
autóctona,valoración,6
autóctona,rico,6
cereza,finura,6
descubrimiento,persistencia,6
cereza,entero,6
finca,levadura,6
finca,corcho,6
rugoso,tintado,6
rugoso,fondo,6
tipo,vista,6
tipo,hueso,6
tenue,madera,6
ofrecer,vieja,6
cereza,igp,6
curioso,posterior,6
boca,planta,6
descubrimiento,agradable,6
descubrimiento,producción,6
descubrimiento,herbáceo,6
autóctona,duero,6
autóctona,mal,6
ofrecer,intensidad,6
sur,bodega,6
sur,garnacha,6
sur,madura,6
acidez,ermita,6
acidez,yecla,6
tenue,fresco,6
tenue,amarillo,6
sotobosque,inicial,6
autóctona,somontano,6
descubrimiento,excelente,6
mantonegro,rf,6
mantonegro,persistencia,6
descubrimiento,volúmen,6
curioso,personalidad,6
autóctona,grosella,6
clara,monastrell,6
clara,integrada,6
clara,flor,6
clara,sutil,6
limpio,óptimo,6
limpio,maduración,6
limpio,clara,6
limpio,malvasía,6
cereza,destacable,6
cereza,agradar,6
cereza,redonda,6
cereza,ensamblaje,6
limpio,humedad,6
limpio,apreciar,6
mantonegro,calidad,6
autóctona,guardar,6
autóctona,volúmen,6
tipo,marca,6
tipo,momento,6
tipo,densa,6
acidez,restauración,6
toffe,sauvignon,6
sur,boca,6
estrecho,roble,6
evolucionado,caza,6
añada,divertido,6
finca,retrogusto,6
curioso,resto,6
curioso,naranja,6
curioso,chocolate,6
clara,punto,6
clara,tomar,6
rugoso,marcada,6
rugoso,syrah,6
rugoso,madera,6
evolucionado,cárnico,6
evolucionado,mal,6
evolucionado,consumo,6
evolucionado,comida,6
evolucionado,regaliz,6
permanecer,fermentación,6
clara,graciano,6
clara,anterior,6
mantonegro,rico,6
mantonegro,joven,6
mantonegro,recordar,6
clara,volúmen,6
boca,ocho,6
permanecer,alta,6
rugoso,correcto,6
rugoso,amplio,6
encontrado,encontrar,6
rugoso,estructura,6
control,fresco,6
evolucionado,balsámico,6
boca,airén,6
boca,pertenecer,6
curioso,empezar,6
cereza,sumar,6
cereza,km,6
cereza,catado,6
cereza,lógico,6
información,acidez,6
acidez,desprender,6
acidez,productor,6
acidez,artesanal,6
toffe,integrada,6
evolucionado,graciano,6
evolucionado,experiencia,6
evolucionado,variedad,6
evolucionado,sorpresa,6
autóctona,fresa,6
autóctona,paladar,6
limpio,caíño,6
limpio,ocasión,6
clara,ácido,6
clara,verde,6
clara,varietal,6
pedernal,negro,6
pedernal,brillante,6
autóctona,persistente,6
control,color,6
control,baja,6
acidez,vinificación,6
toffe,añada,6
cereza,madurar,6
finca,hinojo,6
finca,proceder,6
finca,claro,6
curioso,borde,6
curioso,envolvente,6
curioso,principio,6
curioso,campo,6
autóctona,americano,6
información,toque,6
información,suave,6
información,ribete,6
información,final,6
evolucionado,flor,6
evolucionado,aparecer,6
favor,bodega,6
favor,persistencia,6
lugardelvino,cuero,6
lugardelvino,violáceo,6
boca,vintage,6
curioso,equilibrio,6
boca,sulfuroso,6
lugardelvino,toque,6
limpio,condición,6
limpio,oxigenación,6
encontrado,vainilla,6
encontrado,tiempo,6
acidez,virtud,6
acidez,significar,6
acidez,posible,6
toffe,lácteo,6
toffe,tiempo,6
boca,ausencia,6
curioso,edad,6
boca,eterno,6
boca,granel,6
lugardelvino,final,6
limpio,centenaria,6
autóctona,centenaria,6
distinto,mejorar,6
evolucionado,volúmen,6
comercial,final,6
comercial,elaborado,6
comercial,balsámico,6
distinto,gratallops,6
finca,distinto,6
cereza,sobremadurada,6
curioso,orígen,6
curioso,prieto,6
curioso,picudo,6
autóctona,diferente,6
distinto,godello,6
distinto,pedir,6
distinto,sutil,6
encontrado,nariz,6
encontrado,copa,6
encontrado,recordar,6
información,rf,6
información,monovarietal,6
información,probar,6
condado,botella,6
condado,uva,6
condado,capa,6
condado,aroma,6
encontrado,tostado,6
añada,miel,6
encontrado,tinto,6
encontrado,recomendable,6
distinto,maceración,6
distinto,pálido,6
distinto,partir,6
pedernal,botella,6
limpio,potencial,6
añada,franc,6
sotobosque,diferencia,6
sotobosque,barro,6
sotobosque,apagado,6
definitiva,tiempo,6
encontrado,balsámico,6
encontrado,anterior,6
viticultor,frutal,6
boca,permite,6
boca,aprobado,6
curioso,corcho,6
curioso,imaginar,6
cambio,americano,6
comercial,amigo,6
comercial,tostado,6
comercial,toque,6
distinto,momento,6
distinto,separado,6
distinto,semana,6
finca,haro,6
finca,terra,6
curioso,llegar,6
boca,duro,6
finca,nivel,6
distinto,claro,6
autóctona,cítrico,6
autóctona,pálido,6
distinto,tierra,6
comercial,gruesa,6
curioso,gredos,6
curioso,postgusto,6
encontrado,persistencia,6
añada,moka,6
añada,mar,6
añada,naranja,6
añada,anaranjado,6
favor,joven,6
favor,frutal,6
viticultor,excelente,6
viticultor,especia,6
información,rico,6
información,roble,6
distinto,mal,6
distinto,pronunciado,6
distinto,parafinado,6
distinto,aluminio,6
distinto,sauvignon,6
distinto,terroso,6
finca,astringente,6
finca,pie,6
comercial,equilibrado,6
comercial,sabroso,6
partir,producción,6
partir,ubicada,6
autóctona,antigua,6
autóctona,ecológico,6
cambio,especiado,6
curioso,web,6
curioso,estructurado,6
limpio,limón,6
